Sku,Each Locations,Case Pick Locations,Reserve Locations,Unit Quantity,Case Pick Quantity,Reserve Quantity,Units To Be Picked Quantity,Case Pick To Be Picked Quantity,Reserve To Be Picked Quantity,Unit Replenishment Quantity,Case Pick Replenishment Quantity,Standard Pack Quantity,Packs Per Case,Standard Case Quantity,Packs Per Layer,Layers,Case Pick Maximum,Case Pick Minimum,Unit Maximum,Unit Minimum,Put Away Zone,Active Country Of Origin,Reserve Country Of Origin
LF315,41-417C,11-415-3-2,"46-619-1-1, 99-999Z",22,42,"48, 1",6,5,"0, 1",12,0,12,55,660,11,5,660,330,35,23,2DF,,
LF316,20-903-4-2,,19-722B,11,,8,0,,0,0,,12,88,1056,11,8,,,15,3,RS8,,
LF317,14-901-3-1,,04-086B,5,,7,0,,0,0,,12,32,384,8,4,,,17,5,2DF,,
LF319,56-901-1-3,,19-746B,18,,7,0,,0,0,,12,110,1320,11,10,,,24,12,RS8,,
LF320,14-907-1-3,,19-333H,6,,6,0,,0,0,,12,90,1080,15,6,,,17,5,RS6,,
LF321,21-908-5-2,,"03-041D, 03-051A, 03-103E",4,,"8, 25, 28",0,,"0, 0, 0",0,,6,28,168,7,4,,,8,2,RS2,,
LF322,63-906-5-3,,14-426-5-1,3,,2,0,,0,0,,6,60,360,15,4,,,8,2,VNA,,
LF323,65-909-2-2,,15-466-2-2,11,,1,0,,0,0,,12,48,576,6,8,,,14,2,VNA,,
LF324,54-909-4-2,,01-083D,3,,64,1,,0,0,,6,84,504,14,6,,,8,2,VNA,,
LF325,43-476C,,22-447-6-2,14,,34,0,,0,0,,6,84,504,14,6,,,15,9,VNA,,
LF326,24-907-3-1,,02-246I,14,,9,0,,2,0,,12,36,432,6,6,,,15,3,RS2,,
LF327,02-904-2-1,06-233-1-2,"05-405-3-1, 05-405-3-2",81,24,"32, 32",2,0,"0, 0",0,0,12,32,384,8,4,576,192,96,48,005,,
LF327XS,63-903-3-1,,14-474-5-1,12,,1,0,,0,0,,12,32,384,8,4,,,14,2,VNA,,
LF328,43-460C,,19-157A,10,,7,0,,5,0,,12,42,504,6,7,,,20,8,RS6,,
LF329,61-904-5-1,,14-403-6-1,6,,6,0,,0,0,,12,42,504,7,6,,,14,2,VNA,,
LF331,58-908-3-1,,01-034A,4,,18,0,,0,0,,6,35,210,7,5,,,8,2,VNA,,
LF332,41-413A,,"01-026E, 03-017C",5,,"39, 23",0,,"0, 0",0,,3,40,120,10,4,,,6,3,RS2,,
LF333,64-905-4-1,,14-478-2-1,12,,4,0,,0,0,,12,48,576,6,8,,,14,2,VNA,,
LF334,23-903-2-2,,19-533C,14,,5,0,,0,0,,12,77,924,11,7,,,14,2,RS8,,
LF335,13-909-3-2,,04-045C,3,,27,0,,0,0,,12,40,480,10,4,,,14,2,2DF,,
LF338,18-903-1-4,,"19-562C, 19-669G",17,,"10, 2",0,,"0, 0",0,,12,81,972,9,9,,,24,12,VNA,,
LF339,12-910-4-2,,19-397D,16,,15,0,,0,0,,12,81,972,9,9,,,19,7,VNA,,
LF340,02-918-3-1,,22-447-1-2,16,,53,0,,1,0,,12,70,840,10,7,,,25,13,VNA,,
LF342,64-906-1-2,,14-424-2-1,15,,4,0,,0,0,,12,36,432,6,6,,,16,4,VNA,,
LF347,19-908-5-1,,"18-055D, 19-181D",5,,"15, 9",0,,"0, 0",0,,6,36,216,9,4,,,10,4,RS6,,
LF349,17-910-4-2,,19-318E,21,,4,0,,0,0,,12,88,1056,11,8,,,14,2,VNA,,
LF350,16-902-1-3,,19-205F,24,,1,0,,0,0,,12,135,1620,15,9,,,30,18,VNA,,
LF352,02-918-3-3,07-264-2-1,"08-474-2-2, 09-409-3-1, 17-082E",20,4,"37, 109, 35",0,0,"0, 0, 0",0,0,12,70,840,10,7,60,36,24,12,009,,
LF354,53-906-2-2,,19-669F,5,,7,0,,0,0,,12,36,432,6,6,,,14,2,RS8,,
LF358,41-464D,,14-473-3-1,9,,9,0,,0,0,,7,10,70,10,1,,,9,2,VNA,,
LF359,20-901-1-1,,17-100B,4,,34,0,,0,0,,6,48,288,12,4,,,8,2,RS6,,
LF360,24-908-5-2,,01-096D,4,,13,0,,0,0,,6,48,288,12,4,,,8,2,RS2,,
LF363,41-425C,,01-090D,18,,25,0,,0,0,,12,90,1080,10,9,,,24,12,RS2,,
LF364,42-221C,,"19-326A, 19-429F",23,,"22, 27",0,,"0, 0",0,,12,88,1056,11,8,,,29,17,RS6,,
LF364CO,"43-445B, 46-401C",,19-437G,"5, 6",,11,"0, 3",,0,"0, 0",,12,88,1056,11,8,,,14,2,RS6,,
LF365,41-239D,,15-465-6-1,17,,1,0,,0,0,,12,60,720,10,6,,,14,2,VNA,,
LF369,66-901-1-1,,14-477-5-1,3,,10,0,,0,0,,6,36,216,9,4,,,8,2,VNA,,
LF371,23-907-1-1,,19-626C,13,,6,0,,0,0,,12,42,504,6,7,,,14,2,RS8,,
LF372,47-345D,,19-325B,11,,19,0,,0,0,,12,200,2400,40,5,,,18,6,RS6,,
LF373,10-907-5-2,,02-253D,2,,13,0,,0,0,,12,48,576,6,8,,,14,2,RS2,,
LF375,57-909-2-2,,14-477-3-2,6,,3,0,,0,0,,12,60,720,10,6,,,14,2,VNA,,
LF379,21-902-2-3,,19-326G,22,,22,0,,0,0,,12,90,1080,9,9,,,24,12,VNA,,
LF379CO,42-444B,,19-686A,21,,3,0,,0,0,,12,81,972,9,9,,,24,12,RS8,,
LF380,12-906-4-1,,02-462E,11,,10,1,,0,0,,12,40,480,10,4,,,14,2,VNA,,
LF381,62-905-4-3,,15-474-3-1,15,,7,0,,0,0,,12,120,1440,15,8,,,15,3,VNA,DE,DE
LF382,56-906-4-1,,19-565E,7,,10,0,,0,0,,12,77,924,7,11,,,14,2,VNA,,
LF383,23-906-5-2,,19-669A,2,,3,0,,0,0,,12,70,840,10,7,,,14,2,RS8,,
LF384,43-406C,,"19-238A, 99-999Z",11,,"18, 1",0,,"0, 1",12,,12,135,1620,15,9,,,24,12,RS6,,
LF386,41-227A,02-111-2-7,14-422-6-1,20,8,59,0,0,-1,0,0,12,135,1620,15,9,72,36,30,18,VNA,,
LF387,16-902-5-1,,19-377B,6,,9,0,,0,0,,12,90,1080,15,6,,,15,3,VNA,,
LF388,21-907-2-1,,19-341C,12,,6,0,,0,0,,12,80,960,10,8,,,24,12,RS6,,
LF390,21-903-2-1,,"02-246G, 99-999Z",1,,"1, 1",0,,"0, 1",12,,12,60,720,10,6,,,14,2,RS2,IN,"IN, IN"
LF391,16-901-2-2,,19-342G,14,,21,0,,0,0,,12,81,972,9,9,,,24,12,VNA,,
LF392,55-904-3-2,,19-762B,6,,3,0,,0,0,,12,42,504,6,7,,,14,2,RS8,JP,JP
LF393,60-901-5-2,03-204-2-8,09-404-5-2,52,4,15,0,0,0,0,0,12,120,1440,15,8,,,30,18,009,,
LF395,02-914-3-9,,"17-477-6-1, 22-458-3-1",30,,"64, 35",0,,"0, 0",0,,12,88,1056,11,8,,,44,20,VNA,,
LF396,41-447B,,19-637F,25,,18,0,,0,0,,12,135,1620,15,9,,,30,18,RS8,IN,IN
LF399,59-908-1-2,,15-471-2-1,32,,6,0,,0,0,,12,120,1440,15,8,,,30,18,VNA,KR,KR
LF400,10-901-3-3,,19-438E,23,,9,0,,0,0,,12,150,1800,15,10,,,30,18,VNA,,
LF402,42-443A,,"14-432-4-2, 21-472-3-1",28,,"68, 50",0,,"0, 3",0,,12,150,1800,15,10,,,30,18,VNA,,
LF404,41-473C,,19-470F,19,,10,0,,0,0,,12,88,1056,11,8,,,30,18,RS6,,
LF405,07-905-2-2,,"19-150B, 19-301E",27,,"18, 6",0,,"0, 0",0,,12,80,960,10,8,,,24,12,VNA,,
LF406,59-908-2-2,,19-806A,12,,11,0,,0,0,,12,35,420,7,5,,,14,2,VNA,,
LF407,41-451B,,01-021B,5,,15,0,,0,0,,12,54,648,9,6,,,16,4,RS2,,
LF408,41-462C,,"15-428-6-1, 17-477-5-1, 21-465-2-2, 21-465-3-2",32,,"60, 55, 10, 50",0,,"0, 0, 0, 0",0,,12,66,792,11,6,,,41,29,VNA,,
LF409,21-904-1-3,,02-197E,3,,17,0,,0,0,,12,50,600,10,5,,,14,2,VNA,,
LF410,59-908-1-4,02-241-2-8,"09-455-3-2, 09-459-5-1",58,10,"99, 255",0,0,"0, 0",0,0,12,150,1800,15,10,132,72,14,2,009,,
LF413,02-908-1-3,,14-440-5-1,41,,111,0,,0,0,,12,154,1848,22,7,,,72,36,VNA,,
LF415,12-904-3-2,,04-096E,2,,10,0,,0,0,,12,66,792,11,6,,,14,2,2DF,,
LF416,42-220C,,20-470-1-1,14,,26,0,,0,0,,12,32,384,8,4,,,22,10,VNA,,
LF417,43-404B,,02-325E,23,,15,0,,0,0,,12,66,792,11,6,,,30,18,RS2,,
LF418,08-903-1-2,,"01-019B, 02-445G",12,,"21, 10",0,,"0, 0",0,,12,88,1056,8,11,,,15,3,VNA,,
LF420,57-909-3-1,,01-105C,9,,9,0,,0,0,,12,30,360,6,5,,,14,2,VNA,CN,CN
LF422,"41-433B, 46-403D",,14-465-2-2,"5, 6",,7,"0, 0",,0,"0, 0",,12,36,432,6,6,,,14,2,VNA,,
LF423,15-903-4-1,,02-345C,19,,7,0,,0,0,,12,81,972,9,9,,,22,10,VNA,,
LF424,14-906-3-1,,"02-, , , ,",3,,21,1,,21,0,,12,80,960,10,8,,,14,2,VNA,,
LF425,15-906-5-3,,02-349H,16,,12,1,,0,0,,12,70,840,10,7,,,17,5,RS2,,
LF426,43-416D,03-232-2-2,09-412-1-2,20,3,27,0,0,0,0,0,12,66,792,11,6,,,24,12,009,,
LF428,22-904-2-2,,02-286G,8,,15,0,,0,0,,6,36,216,9,4,,,12,6,RS2,,
LF429,58-908-4-1,,14-472-4-1,2,,3,0,,0,0,,6,35,210,7,5,,,8,2,VNA,,
LF430,02-912-1-8,02-139-1-2,01-419-4-1,21,58,49,0,1,0,0,0,6,54,324,9,6,486,162,30,18,001,,
LF432,08-910-5-1,,"16-406-6-2, 21-450-1-2",14,,"42, 16",1,,"0, 0",0,,6,48,288,12,4,,,15,9,VNA,,
LF432XS,63-907-3-2,,"03-029F, 03-043D, 03-054C",8,,"23, 42, 43",0,,"0, 0, 0",0,,6,48,288,12,4,,,8,2,VNA,,
LF433,15-907-1-1,,01-068C,10,,16,0,,0,0,,12,42,504,7,6,,,18,6,VNA,,
LF434,02-920-2-7,02-115-2-4,09-424-5-1,29,5,39,1,0,0,0,0,12,66,792,11,6,60,36,35,23,009,,
LF437,06-910-5-2,,19-381F,16,,14,0,,0,0,,12,120,1440,15,8,,,20,8,RS6,,
LF438,02-904-4-6,07-344-1-2,"08-412-2-1, 19-470I",26,37,"46, 44",0,0,"0, 0",0,0,6,48,288,12,4,432,144,30,18,008,,
LF439,02-904-4-3,06-341-1-1,"05-405-5-1, 05-405-5-2",28,63,"48, 15",1,0,"0, 0",0,0,6,48,288,12,4,432,144,30,18,005,,
LF440,02-912-2-2,02-113-2-9,"09-432-4-1, 09-440-1-1",25,4,"11, 42",0,0,"0, 0",0,0,6,45,270,9,5,30,18,30,18,009,,
LF441,42-441C,03-226-2-4,"--D-9, 09-436-6-2, 19-357F",17,2,"20, 1, 16",0,0,"0, 0, 0",0,0,12,56,672,7,8,48,24,24,12,009,,
LF442,11-905-5-2,,"19-422E, 19-430I",14,,"7, 21",0,,"0, 0",0,,12,56,672,7,8,,,20,8,RS6,,
LF443,20-902-2-1,,01-034F,6,,9,0,,0,0,,6,63,378,9,7,,,8,2,RS2,,
LF444,19-909-1-3,,19-549F,20,,16,0,,0,0,,12,70,840,10,7,,,24,12,RS8,,
LF445,65-906-2-1,,15-471-4-2,4,,3,0,,0,0,,12,77,924,7,11,,,14,2,VNA,,
LF446,41-441B,,02-349F,9,,11,0,,0,0,,12,28,336,7,4,,,14,2,RS2,,
LF448,02-904-3-4,02-245-2-2,"09-455-5-1, 44-650-1-1",29,12,"74, 121",2,0,"0, 0",0,0,6,48,288,12,4,90,48,36,18,009,,
LF448XS,56-909-4-4,,"17-037D, 18-045C",2,,"42, 11",0,,"0, 0",0,,6,48,288,12,4,,,8,2,RS6,,
LF450,11-904-1-1,,"17-082D, 18-040D",10,,"8, 41",0,,"0, 0",0,,6,60,360,12,5,,,12,6,VNA,,
LF454,18-910-2-2,,19-613E,14,,25,0,,0,0,,12,66,792,11,6,,,15,3,VNA,,
LF455,56-907-5-1,,01-029C,13,,6,0,,0,0,,12,42,504,6,7,,,14,2,VNA,CN,CN
LF456,42-401C,03-152-2-9,"09-446-5-1, 09-458-5-2",16,3,"21, 16",0,0,"0, 0",0,0,12,56,672,7,8,72,36,24,12,009,,
LF457,55-903-2-3,,02-222D,9,,20,0,,0,0,,12,66,792,11,6,,,14,2,RS2,,
LF458,62-905-4-2,,02-134C,14,,4,0,,0,0,,6,48,288,12,4,,,12,6,VNA,MX,MX
LF461,02-912-4-4,07-326-2-7,09-473-1-2,31,8,2,0,0,0,0,0,12,150,1800,15,10,96,24,72,12,009,,
LF462,47-301D,,02-325C,13,,13,0,,0,0,,12,150,1800,15,10,,,14,2,RS2,,
LF463,02-908-1-7,,"16-401-5-1, 17-090A, 21-472-2-1",50,,"52, 55, 27",3,,"0, 0, 0",0,,12,72,864,9,8,,,60,36,VNA,,
LF466,21-910-4-3,,19-646C,12,,9,0,,0,0,,12,88,1056,11,8,,,14,2,RS8,,
LF467,41-439B,,15-476-2-2,3,,2,0,,0,0,,6,48,288,12,4,,,8,2,VNA,,
LF468,61-909-2-3,,15-476-3-1,15,,1,0,,0,0,,12,56,672,8,7,,,14,2,VNA,,
LF472,23-908-5-3,,19-573C,12,,1,0,,0,0,,12,81,972,9,9,,,24,12,RS8,,
LF475,63-910-2-2,,15-474-1-1,11,,1,0,,0,0,,6,36,216,9,4,,,12,6,VNA,,
LF476,56-909-1-3,,19-349B,5,,5,0,,0,0,,6,84,504,12,7,,,8,2,RS6,,
LF477,02-912-3-2,,19-413H,69,,7,0,,0,0,,12,110,1320,11,10,,,120,60,VNA,,
LF478,42-418A,,"18-122E, 18-179F",11,,"8, 21",0,,"0, 0",0,,12,40,480,8,5,,,14,2,RS8,,
LF479,43-400B,,19-382E,17,,18,0,,0,0,,12,88,1056,11,8,,,24,12,RS6,CN,CN
LF482,02-912-3-9,,"17-055F, 17-475-2-2",53,,"75, 48",0,,"0, 0",0,,12,99,1188,11,9,,,60,36,VNA,PL,"GB, PL"
LF484,02-914-3-2,,19-181C,62,,24,0,,0,0,,12,135,1620,15,9,,,72,36,RS6,,
LF485,24-903-5-3,,19-850C,3,,2,0,,0,0,,12,60,720,10,6,,,14,2,RS8,,
LF486,22-909-1-2,,02-197H,26,,9,0,,0,0,,12,120,1440,15,8,,,30,18,RS2,,
LF487,56-909-2-1,02-241-2-6,"09-449-2-1, 09-452-4-2",49,5,"21, 120",0,2,"0, 0",0,0,12,135,1620,15,9,72,36,15,3,009,,
LF488,08-906-1-2,,"19-150F, 19-341G",10,,"18, 14",0,,"0, 0",0,,12,56,672,7,8,,,20,8,RS6,,
LF489,02-920-4-2,,21-470-3-1,51,,108,0,,0,0,,12,240,2880,24,10,,,60,36,VNA,KR,KR
LF490,02-916-2-3,,19-237D,21,,11,0,,0,0,,12,81,972,9,9,,,28,16,VNA,,
LF491,12-907-1-2,,02-405H,15,,19,0,,0,0,,12,135,1620,15,9,,,20,8,RS2,,
LF493,42-424C,,"18-468-1-2, 18-470-2-1, 22-451-1-2, 22-476-4-1",20,,"108, 120, 102, 101",0,,"0, 0, 0, 0",0,,12,120,1440,15,8,,,30,18,VNA,,
LF494,61-904-4-3,,14-442-5-1,46,,73,0,,-1,0,,12,150,1800,15,10,,,30,18,VNA,,
LF496,56-902-3-1,,14-472-3-2,13,,14,0,,0,0,,12,66,792,11,6,,,14,2,VNA,,
LF497,20-906-5-1,,19-857B,18,,3,0,,0,0,,12,84,1008,12,7,,,30,18,RS8,,
LF498,07-906-1-1,,"17-083A, 21-468-1-1",7,,"25, 15",0,,"0, 0",0,,6,36,216,12,3,,,10,4,VNA,,
LF499,02-904-3-2,02-257-2-1,"09-418-3-2, 09-459-4-2, 09-472-6-2, 19-471-1-2, 19-472-2-1, 19-472-2-2, 19-472-3-2, 46-603-1-1",19,6,"48, 38, 48, 17, 48, 48, 48, 96",2,5,"0, 4, 0, 0, 0, 0, 0, 0",12,4,6,48,288,12,4,60,30,30,18,009,,
LF503,02-912-2-4,02-111-2-1,09-426-1-2,54,5,132,0,0,0,0,0,12,135,1620,15,9,72,36,72,36,009,,
LF505,11-910-1-3,,"17-068D, 99-999Z",13,,"25, 1",0,,"0, 1",6,,6,60,360,12,5,,,20,14,VNA,,
LF510,02-912-1-9,,19-157D,45,,13,0,,0,0,,12,112,1344,14,8,,,72,36,RS6,,
LF512,02-914-3-1,,17-081C,64,,25,0,,0,0,,12,135,1620,15,9,,,72,36,RS6,KR,KR
LF513,58-910-4-4,,19-846I,6,,4,0,,0,0,,12,70,840,14,5,,,15,3,VNA,DE,DE
LF514,10-907-5-1,,02-225B,9,,6,0,,0,0,,12,135,1620,15,9,,,21,9,VNA,DE,DE
LF515,02-904-3-1,07-234-1-1,08-410-3-2,21,42,38,0,0,0,0,0,6,48,288,12,4,432,144,30,18,008,,
LF516,41-221B,03-220-2-8,"17-046B, 17-048A",12,2,"23, 25",1,0,"0, 0",0,0,6,60,360,12,5,,,15,9,009,,
LF517,02-910-2-4,,"19-517D, 99-999Z",35,,"18, 2",0,,"0, 2",24,,12,70,840,10,7,,,60,36,RS6,,
LF518,16-906-5-3,,02-310C,22,,7,0,,0,0,,12,70,840,10,7,,,24,12,VNA,,
LF519,41-239C,,01-092A,30,,121,1,,0,0,,12,126,1512,18,7,,,48,24,RS2,KR,KR
LF520,42-411D,,19-606E,40,,7,0,,0,0,,12,81,972,9,9,,,48,36,RS6,,
LF521,60-903-3-4,,15-478-2-1,11,,6,0,,0,0,,12,66,792,11,6,,,14,2,VNA,,
LF524,41-490C,02-269-2-8,"09-424-6-1, 19-469H",79,9,"70, 16",0,2,"0, 0",0,0,12,80,960,10,8,120,60,84,48,009,,
LF525,21-907-4-1,,02-154B,11,,8,0,,0,0,,12,135,1620,15,9,,,17,5,RS2,,
LF529,02-908-3-1,,21-468-3-2,59,,11,0,,0,0,,12,90,1080,15,6,,,72,36,VNA,AT,AT
LF531,02-904-2-4,03-276-1-2,"04-476-5-2, 44-687-1-1, 52-607-1-1, 53-682-1-1",37,46,"32, 192, 115, 192",6,0,"0, 0, 0, 0",0,0,12,32,384,8,4,576,192,48,24,004,,
LF531XS,09-907-4-1,,01-107E,10,,11,0,,0,0,,12,32,384,8,4,,,18,6,"RS2, VNA",,
LF532,60-903-4-1,,15-471-2-2,9,,5,0,,0,0,,12,88,1056,11,8,,,14,2,VNA,,
LF533,41-261B,,19-261A,7,,5,0,,0,0,,6,48,288,12,4,,,8,2,RS6,,
LF534,41-231C,03-160-2-9,"09-419-2-2, 99-999Z",3,4,"46, 1",0,2,"4, 1",6,4,6,60,360,12,5,48,24,12,6,009,,
LF537,41-219B,,04-036B,10,,24,0,,0,0,,12,35,420,7,5,,,14,2,2DF,,
LF539,41-451A,,"17-450-4-1, 18-147D",10,,"12, 5",0,,"0, 0",0,,12,16,192,4,4,,,14,2,VNA,,
LF542,43-457D,,19-397G,22,,24,0,,0,0,,12,150,1800,15,10,,,30,18,RS6,,
LF543,24-906-1-2,,19-845C,20,,8,0,,0,0,,12,81,972,9,9,,,30,18,RS8,,
LF545,14-903-4-2,,02-349I,13,,27,0,,0,0,,12,55,660,11,5,,,15,3,VNA,,
LF546,19-904-4-3,,19-610C,6,,8,0,,0,0,,12,66,792,11,6,,,0,0,VNA,DE,DE
LF547,02-910-1-5,,02-446E,56,,27,0,,0,0,,12,135,1620,15,9,,,72,36,RS2,,
LF548,70-910-4-2,,"14-456-6-2, 32-614-1-1, 99-999Z",30,,"83, 840, 3",0,,"0, 0, 0",0,,12,210,2520,21,10,,,36,24,VNA,CN,"CN, CN, CN"
LF549,54-904-5-1,,15-471-5-1,13,,5,0,,0,0,,12,81,972,9,9,,,24,12,VNA,DE,DE
LF550,61-906-4-2,,14-475-1-1,13,,44,0,,0,0,,12,135,1620,15,9,,,18,6,VNA,,
LF551,02-914-1-4,,"14-425-5-2, 16-445-1-2",53,,"33, 59",0,,"1, 0",0,,12,66,792,11,6,,,60,36,VNA,,
LF552,02-916-3-5,,"15-428-6-2, 21-466-2-1",22,,"36, 20",0,,"0, 0",0,,12,40,480,10,4,,,26,14,VNA,,
LF553,02-910-4-1,,"14-438-6-2, 21-464-1-2",58,,"24, 21",0,,"0, 0",0,,12,90,1080,15,6,,,72,36,VNA,KR,"KR, KR"
LF554,02-920-3-9,,"18-094D, 18-096C",17,,"2, 19",0,,"0, 0",0,,12,32,384,8,4,,,20,8,VNA,,
LF555,41-421D,,"15-449-4-2, 16-476-4-1",10,,"27, 28",0,,"0, 0",0,,6,27,162,9,3,,,12,6,VNA,,
LF556,11-910-2-1,,19-277H,12,,16,0,,0,0,,12,135,1620,15,9,,,20,8,VNA,,
LF559,53-904-4-1,,19-661B,2,,9,0,,0,0,,12,56,672,7,8,,,14,2,VNA,,
LF560,02-910-2-2,07-214-2-8,09-472-2-2,46,1,17,0,0,0,0,0,12,135,1620,14,10,96,36,72,36,008,DE,DE
LF561,02-908-3-2,,19-230D,119,,47,0,,0,0,,12,200,2400,40,5,,,144,72,RS6,KR,KR
LF562,41-486C,,"14-473-1-1, 14-475-2-2",4,,"18, 6",0,,"0, 0",0,,4,27,108,9,3,,,6,2,VNA,,
LF563,59-908-3-1,,21-439-1-1,36,,52,0,,0,0,,12,150,1800,15,10,,,30,18,VNA,,
LF566,43-402B,,02-438B,7,,14,2,,0,0,,12,90,1080,15,6,,,15,3,RS2,DE,DE
LF567,41-446C,06-355-1-1,"05-455-5-1, 05-455-6-1",14,33,"36, 19",0,2,"0, 0",0,0,6,36,216,9,4,324,108,19,13,005,,
LF569,63-905-2-2,,15-478-6-1,7,,2,0,,0,0,,12,135,1620,15,9,,,15,3,VNA,KR,KR
LF570,56-904-3-2,,15-469-2-2,26,,1,0,,0,0,,12,135,1620,15,9,,,30,18,VNA,CN,CN
LF572,63-907-5-2,,15-475-6-2,11,,1,0,,0,0,,12,77,924,7,11,,,18,6,VNA,CN,CN
LF573,60-902-1-3,,19-726B,12,,2,0,,0,0,,12,135,1620,15,9,,,24,12,VNA,JP,JP
LF574,19-906-3-2,,19-530C,34,,1,0,,0,0,,12,135,1620,15,9,,,40,28,RS8,CN,CN
LF575,58-904-2-3,,15-478-5-1,3,,2,0,,0,0,,12,88,1056,11,8,,,15,3,VNA,CN,CN
LF576,02-914-2-2,07-318-2-8,09-439-2-2,37,11,15,0,0,0,0,0,12,84,1008,12,7,96,24,72,36,009,,
LF577,41-409A,,19-586C,37,,5,0,,0,0,,12,88,1056,11,8,,,45,33,RS8,DE,DE
LF579,47-337A,,82-613A,15,,3,0,,0,0,,12,400,4800,40,10,,,18,6,1D1,IN,IN
LF582,47-341B,,15-467-2-2,8,,1,0,,0,0,,12,200,2400,40,5,,,18,6,VNA,CN,CN
LF583,47-349H,,19-638B,6,,3,0,,0,0,,12,200,2400,40,5,,,18,6,RS8,IN,IN
LF584,10-907-4-3,,02-374G,20,,15,0,,0,0,,12,77,924,11,7,,,30,18,VNA,,
LF588,02-916-1-3,,04-093E,24,,12,0,,0,0,,12,135,1620,15,9,,,30,18,VNA,,
LF590,47-345C,,19-750B,9,,1,0,,0,0,,12,200,2400,40,5,,,18,6,RS8,PL,PL
LF593,22-906-3-1,,19-634C,3,,4,0,,0,0,,12,90,1080,15,6,,,15,3,RS8,KR,KR
LF594,02-910-4-3,,"21-435-1-2, 21-436-3-1",42,,"166, 6",0,,"0, 0",0,,12,180,2160,18,10,,,72,36,VNA,KR,"KR, KR"
LF595,02-908-4-8,,02-365F,63,,15,0,,0,0,,12,135,1620,15,9,,,72,36,RS2,DE,DE
LF596,64-903-4-1,,15-469-2-1,3,,3,0,,0,0,,12,135,1620,15,9,,,15,3,VNA,TW,TW
LF597,41-272C,,"14-441-4-2, 21-439-3-1, 21-439-4-1, 21-439-4-2, 21-439-6-2",26,,"22, 26, 36, 26, 18",0,,"1, 0, 0, 0, 0",0,,6,36,216,12,3,,,35,23,VNA,,
LF598,41-247A,,"02-325D, 02-374H",5,,"20, 4",0,,"0, 0",0,,6,48,288,12,4,,,8,2,RS2,,
LF599,62-908-1-1,,15-471-3-1,7,,5,0,,0,0,,12,90,1080,15,6,,,14,2,VNA,TW,TW
LF603,20-910-2-1,,19-670B,14,,2,0,,0,0,,12,88,1056,11,8,,,15,3,RS8,JP,JP
LF604,02-910-4-8,,02-334F,58,,24,0,,0,0,,12,120,1440,15,8,,,72,36,RS2,,
LF607,02-908-2-6,02-255-2-1,09-439-4-1,65,9,78,0,3,0,0,0,12,180,2160,18,10,108,60,120,60,009,KR,KR
LF608,02-914-1-8,02-237-2-1,09-455-1-1,114,5,96,0,0,0,0,0,12,66,792,11,6,84,48,72,36,009,,
LF610,02-910-3-2,02-107-2-9,09-405-1-2,62,6,75,0,1,0,0,0,12,120,1440,15,8,96,48,72,36,009,,
LF611,41-235A,,15-471-3-2,30,,11,0,,0,0,,12,135,1620,15,9,,,45,21,VNA,JP,JP
LF612,18-907-4-2,,02-414G,18,,23,0,,0,0,,12,81,972,9,9,,,24,12,VNA,,
LF613,60-901-4-3,06-221-2-1,"09-440-3-1, 17-064E",72,19,"118, 61",0,0,"0, 0",0,0,12,150,1800,15,10,360,180,30,18,009,,
LF614,41-241C,,19-602C,23,,7,0,,0,0,,12,90,1080,15,6,,,30,18,RS8,,
LF615,02-912-2-3,07-242-2-7,09-439-1-2,62,2,37,0,1,5,0,5,12,120,1440,15,8,84,24,72,36,009,,
LF617,15-903-1-1,,19-445E,22,,14,0,,0,0,,12,110,1320,11,10,,,30,18,VNA,,
LF618,02-908-4-9,,17-020A,44,,22,0,,0,0,,12,88,1056,11,8,,,60,36,VNA,KR,KR
LF620,60-907-2-2,,19-713B,11,,5,0,,0,0,,12,135,1620,15,9,,,15,3,VNA,,
LF622,02-912-3-4,,"14-433-4-2, 15-431-5-2, 16-462-4-2, 21-440-1-1",40,,"82, 84, 112, 77",0,,"4, -1, 0, 0",0,,6,119,714,17,7,,,42,24,VNA,CN,"CN, CN, CN, CN"
LF623,02-910-2-1,,18-149C,40,,5,0,,0,0,,12,150,1800,15,9,,,72,36,VNA,,
LF624,02-912-4-7,,"21-438-2-2, 21-438-5-1",57,,"71, 82",0,,"-1, 0",0,,12,180,2160,18,10,,,72,36,VNA,KR,"KR, KR"
LF626,20-910-4-3,,19-549G,13,,4,0,,0,0,,12,88,1056,11,8,,,15,3,RS8,,
LF627,02-914-4-3,,"02-341C, 14-430-2-2",50,,"20, 12",0,,"0, 0",0,,12,88,1056,11,8,,,60,36,009,KR,"KR, KR"
LF629,02-910-3-7,,04-036E,54,,23,1,,0,0,,12,90,1080,15,6,,,72,36,009,KR,KR
LF631,02-916-2-4,07-242-2-8,04-033A,29,6,38,0,1,0,0,0,12,165,1980,15,11,96,48,48,24,009,FR,FR
LF632,42-263C,03-220-2-1,"09-471-5-1, 50-627-1-1",23,2,"36, 150",0,0,"0, 0",0,0,6,75,450,15,5,,,28,16,009,,
LF633,42-426C,,13-123M,17,,19,2,,0,0,,12,30,360,6,5,,,20,8,RS8,,
LF634,02-908-3-8,,"01-094D, 02-153B",60,,"38, 32",1,,"0, 0",0,,12,135,1620,15,9,,,72,36,RS2,DE,"DE, DE"
